num__TotalAmount,num__AvgAmount,num__TxnCount,num__StdAmount,num__UniqueProducts,num__UniqueChannels,num__UniqueProviders,num__Recency_days,num__Lifetime_days,cat__FirstTxn_month_1,cat__FirstTxn_month_2,cat__FirstTxn_month_11,cat__FirstTxn_month_12,cat__FirstTxn_year_2018,cat__FirstTxn_year_2019,CustomerId,remainder__FirstTxn,remainder__LastTxn
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.12764931983887948,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1009,2019-01-17 06:54:59+00:00,2019-01-17 06:54:59+00:00
-0.05351706283628376,-0.071288819022576,-0.19155020451668492,-0.09982373710517918,0.924069901270392,0.45007490917476,0.3925939183093595,0.38866418909558786,-0.25906016246158975,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1010,2018-12-21 08:18:38+00:00,2019-01-02 20:55:21+00:00
-0.017236932369880623,-0.08365919648804822,0.49976548004593585,-0.11563936824057716,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.9758786559455045,2.4206996936027325,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1012,2018-11-16 10:42:35+00:00,2019-02-08 16:07:30+00:00
0.2179444098569354,0.47573329568711736,-0.18123205997097416,1.082086554877045,-1.1539767156489633,-1.4047492209265093,-0.4950716057472102,0.6837004799152835,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1014,2018-12-25 09:07:21+00:00,2018-12-25 10:03:05+00:00
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08149406372375315,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.9758786559455045,-0.7056868051389767,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1016,2019-02-08 18:47:23+00:00,2019-02-08 18:51:53+00:00
0.044335606668925054,-0.08514142209479475,1.8308061264426234,-0.12536490551701898,0.924069901270392,0.45007490917476,0.3925939183093595,-0.16452885619134144,1.6391030689173052,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1020,2018-11-15 12:27:46+00:00,2019-01-18 04:51:35+00:00
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,1.7163274977842182,-0.7056868051389767,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1021,2018-11-27 19:14:07+00:00,2018-11-27 19:14:07+00:00
-0.06063352023823671,-0.051978698115035894,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.13050743462835418,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1022,2019-01-09 13:30:36+00:00,2019-01-09 13:30:36+00:00
-0.05687929911075183,-0.08731455801533264,-0.09868690360528809,-0.13256620928835378,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.7177219014782708,-0.40793571002071877,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1025,2019-01-24 13:15:12+00:00,2019-02-01 15:17:52+00:00
-0.05335695634702337,-0.08232195671296401,-0.1193231926967096,-0.11519719739788765,0.924069901270392,0.45007490917476,0.3925939183093595,-1.1233968013553524,0.1131287064362328,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1027,2019-01-21 04:19:07+00:00,2019-02-12 19:31:46+00:00
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.2014083925438034,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1028,2019-01-19 09:24:50+00:00,2019-01-19 09:24:50+00:00
-0.04443884086477253,-0.059930509063063284,-0.1709139154252634,-0.06136890167586435,0.924069901270392,0.45007490917476,0.3925939183093595,-0.8652400468881186,2.346261919823168,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1029,2018-11-15 09:24:03+00:00,2019-02-05 15:03:39+00:00
-0.062345003399295995,-0.09197382224269245,-0.18123205997097416,-0.1438291060493162,-0.11495340718928564,0.45007490917476,-0.4950716057472102,-0.01701071078149363,-0.25906016246158975,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1030,2019-01-01 15:16:16+00:00,2019-01-14 01:02:37+00:00
-0.023886762169340894,-0.08098227649946808,0.25213001094887766,-0.10350712821556352,1.9630932097300697,0.45007490917476,0.3925939183093595,-0.6070832924208849,1.3785708606888294,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1031,2018-12-04 07:18:10+00:00,2019-01-29 10:15:40+00:00
-0.062473824712494005,-0.08776184738115919,-0.2431409272452387,-0.15120679514527727,-0.11495340718928564,-1.4047492209265093,-1.3827371298037798,0.09362789827589224,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1032,2019-01-11 01:38:37+00:00,2019-01-11 01:44:28+00:00
-0.06286028865208804,-0.09089287294194497,-0.2431409272452387,-0.1435335212213339,-0.11495340718928564,0.45007490917476,-0.4950716057472102,1.3106525979071366,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1033,2018-12-09 09:37:35+00:00,2018-12-09 09:38:39+00:00
-0.04830053577355403,-0.07862670756642846,-0.09868690360528809,-0.069596062931957,1.9630932097300697,0.45007490917476,0.3925939183093595,-0.8283605105356566,2.0112919378151277,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1034,2018-11-23 06:54:00+00:00,2019-02-04 13:11:25+00:00
-0.0632283495469395,-0.09382510322903007,-0.23282278269952794,-0.14086758692672988,-0.11495340718928564,0.45007490917476,-0.4950716057472102,2.195761470366224,-0.7056868051389767,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1036,2018-11-15 09:35:27+00:00,2018-11-15 09:36:09+00:00
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.7177219014782708,-0.7056868051389767,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1038,2019-02-01 13:11:53+00:00,2019-02-01 13:15:05+00:00
0.028398569921856895,-0.04424655594444775,0.04576712003466251,-0.04376576169208706,0.924069901270392,0.45007490917476,1.2802594423659293,-0.7177219014782708,1.4157897475786116,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1039,2018-12-06 14:19:13+00:00,2019-02-01 16:31:16+00:00
-0.044806901759623985,0.2044672049588477,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.24114604368574005,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1040,2019-01-07 06:42:34+00:00,2019-01-07 06:42:34+00:00
-0.058057093974276504,-0.07981003643313178,-0.20186834906239567,-0.07910896383617536,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.5730618708578976,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1043,2018-12-28 19:43:20+00:00,2018-12-28 19:47:28+00:00
-0.05516836804103483,-0.08558187083446207,-0.09868690360528809,-0.12987361872030181,0.924069901270392,0.45007490917476,1.2802594423659293,0.6099414072103596,0.7830686704523133,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1044,2018-11-17 09:47:23+00:00,2018-12-27 10:11:25+00:00
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.4255437254480498,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1048,2019-01-02 07:42:14+00:00,2019-01-02 07:42:14+00:00
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.8312186253251314,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1050,2018-12-21 18:49:35+00:00,2018-12-21 18:49:35+00:00
-0.042267281585148926,-0.045248058134026985,-0.19155020451668492,0.0400351906055975,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.2751674652487273,0.07590981954645054,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1052,2018-12-30 16:22:18+00:00,2019-01-21 05:22:05+00:00
-0.058135122883985015,-0.0819786088759581,-0.19155020451668492,-0.13145220049024808,-0.11495340718928564,0.45007490917476,1.2802594423659293,2.1588819340137615,-0.6684679182491945,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1053,2018-11-15 04:31:48+00:00,2018-11-16 07:20:04+00:00
-0.004688264220814987,-0.07549006221617459,0.27276630004029917,-0.0880298982644331,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.9758786559455045,1.5646652951377407,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1054,2018-12-08 21:36:49+00:00,2019-02-08 18:37:40+00:00
-0.06105679026731589,-0.0867479914852857,-0.21218649360810643,-0.13737191492230524,-0.11495340718928564,0.45007490917476,0.3925939183093595,1.863845643194066,-0.40793571002071877,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1055,2018-11-15 09:45:48+00:00,2018-11-23 16:24:57+00:00
-0.0611856115805139,-0.08552540055202648,-0.22250463815381719,-0.13974871678488954,-0.11495340718928564,-1.4047492209265093,0.3925939183093595,0.9049776980300552,-0.59403014446963,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1056,2018-12-16 18:13:01+00:00,2018-12-20 09:33:23+00:00
-0.06155220023178595,-0.08029509690096145,-0.2431409272452387,-0.1110426870633793,-0.11495340718928564,0.45007490917476,-0.4950716057472102,2.195761470366224,-0.7056868051389767,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1057,2018-11-15 06:08:57+00:00,2018-11-15 06:11:04+00:00
-0.058125185239824025,-0.09088464693061943,0.035448975488951755,-0.14503404786604768,0.924069901270392,0.45007490917476,0.3925939183093595,-0.9758786559455045,2.346261919823168,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1058,2018-11-18 10:56:06+00:00,2019-02-08 18:45:33+00:00
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.08440639428582344,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.7177219014782708,-0.445154596910501,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1059,2019-01-25 12:51:26+00:00,2019-02-01 15:45:58+00:00
-0.05830553507830124,-0.08710333803702566,-0.1399594817881311,-0.13458146017594388,-0.11495340718928564,0.45007490917476,0.3925939183093595,-1.0865172650028903,-0.6684679182491945,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1063,2019-02-10 17:25:52+00:00,2019-02-11 18:08:22+00:00
0.00732892399608514,-0.06651205258879668,0.1695848545831916,-0.08480797624935796,1.9630932097300697,0.45007490917476,1.2802594423659293,-0.9389991195930425,0.8202875573420956,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1064,2018-12-28 20:24:23+00:00,2019-02-07 21:31:01+00:00
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.7943390889726694,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1068,2018-12-22 14:29:31+00:00,2018-12-22 14:29:31+00:00
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.2014083925438034,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1070,2019-01-18 15:16:36+00:00,2019-01-18 15:16:36+00:00
0.023759162342254257,0.10758858821954104,-0.19155020451668492,0.4403925184245361,0.924069901270392,0.45007490917476,0.3925939183093595,-1.0496377286504284,0.5597553491136198,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1071,2019-01-08 05:50:12+00:00,2019-02-11 09:04:26+00:00
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,1.4950502796694465,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1073,2018-12-03 17:03:37+00:00,2018-12-03 17:03:37+00:00
-0.0015597466145775883,-0.07200948275857229,0.21085743276603464,-0.09274839394123494,-0.11495340718928564,2.3048990392760293,2.167924966422499,-0.9758786559455045,1.1180386524603536,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1074,2018-12-21 10:27:54+00:00,2019-02-08 13:35:31+00:00
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.5730618708578976,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1078,2018-12-28 21:00:06+00:00,2018-12-28 21:03:52+00:00
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.49930279815297374,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1079,2018-12-30 18:39:29+00:00,2018-12-30 18:39:29+00:00
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.01701071078149363,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1080,2019-01-14 06:25:00+00:00,2019-01-14 06:25:00+00:00
-0.06265785515991974,-0.08925281193391432,-0.2431409272452387,-0.14755285518149472,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.6439628287733469,0.0014720457668860325,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1081,2019-01-11 16:33:27+00:00,2019-01-30 22:48:12+00:00
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.5730618708578976,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1082,2018-12-28 13:29:33+00:00,2018-12-28 13:33:15+00:00
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.019868825570968328,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1083,2019-01-12 17:06:43+00:00,2019-01-12 17:06:43+00:00
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,1.4581707433169846,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1084,2018-12-04 16:50:22+00:00,2018-12-04 16:50:22+00:00
-0.062142569907127694,-0.08940190838918984,-0.22250463815381719,-0.13552462287516617,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.9787367707349791,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1085,2018-12-17 20:07:44+00:00,2018-12-17 20:11:57+00:00
-0.03465725452320016,-0.07926782232411317,0.06640340912608403,-0.10867880851053205,0.924069901270392,0.45007490917476,2.167924966422499,-0.9758786559455045,-0.296279049351372,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1086,2019-01-28 15:23:01+00:00,2019-02-09 07:49:28+00:00
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.08440639428582344,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.05674836192343028,-0.2218412755718075,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1087,2018-12-28 20:37:10+00:00,2019-01-11 18:59:44+00:00
-0.0007678635993046749,-0.08706927472844979,1.304580754611375,-0.1336890030887843,-0.11495340718928564,0.45007490917476,1.2802594423659293,0.20426650733327809,1.2296953131297004,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1089,2018-11-15 22:42:39+00:00,2019-01-07 13:17:21+00:00
-0.062105763817642545,-0.08477991827564892,-0.2431409272452387,-0.14389891521771214,-0.11495340718928564,-1.4047492209265093,-1.3827371298037798,-0.23828792889626535,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1091,2019-01-19 18:22:50+00:00,2019-01-19 18:33:56+00:00
-0.03928598833685211,-0.06949753160990875,-0.09868690360528809,-0.09124431549483973,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.45956514701103707,0.29922314088514407,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1092,2018-12-28 11:59:08+00:00,2019-01-25 11:50:55+00:00
-0.047523191163627757,-0.08910425764756709,0.30372073367743146,-0.1314369513521453,-0.11495340718928564,2.3048990392760293,1.2802594423659293,0.05674836192343028,1.4157897475786116,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1093,2018-11-15 18:00:39+00:00,2019-01-11 20:04:10+00:00
-0.05126268985531857,-0.06607044308793301,-0.19155020451668492,-0.056229661318331826,0.924069901270392,0.45007490917476,0.3925939183093595,-0.23828792889626535,-0.6684679182491945,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1094,2019-01-18 07:54:16+00:00,2019-01-19 14:00:42+00:00
-0.061415649639796066,-0.09108263206684108,-0.15027762633384187,-0.1433054163912102,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.7177219014782708,-0.445154596910501,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1095,2019-01-26 05:10:23+00:00,2019-02-02 08:31:58+00:00
0.6542239193255326,-0.07889801747325788,7.825648107500573,0.032954692134738686,1.9630932097300697,2.3048990392760293,1.2802594423659293,-0.9021195832405805,0.2620042539953618,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1096,2019-01-11 21:41:48+00:00,2019-02-07 07:39:51+00:00
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-1.0496377286504284,-0.7056868051389767,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1098,2019-02-10 10:12:34+00:00,2019-02-10 10:12:34+00:00
-0.06093533017201491,-0.08963052295394562,-0.1709139154252634,-0.14248558213969958,-0.11495340718928564,0.45007490917476,1.2802594423659293,-0.23828792889626535,0.15034759332601505,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1099,2018-12-27 14:27:23+00:00,2019-01-20 09:44:25+00:00
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,1.93760471589899,-0.7056868051389767,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_11,2018-11-21 16:49:10+00:00,2018-11-21 16:49:10+00:00
-0.041126292811109404,-0.05396665085204273,-0.1709139154252634,-0.09050298535162471,-1.1539767156489633,-1.4047492209265093,-0.4950716057472102,0.7943390889726694,-0.18462238868202524,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1101,2018-12-08 15:26:07+00:00,2018-12-23 07:00:57+00:00
-0.041126292811109404,-0.06816631325923452,-0.1193231926967096,-0.08744292827167348,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.9389991195930425,-0.18462238868202524,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1102,2019-01-25 06:23:10+00:00,2019-02-08 07:11:58+00:00
-0.05216811965665316,0.08519004073843674,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,0.6099414072103596,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1103,2018-12-27 13:43:45+00:00,2018-12-27 13:43:45+00:00
-0.04848751070813857,-0.06987027274809754,-0.16059577087955262,-0.05487081448277764,0.924069901270392,0.45007490917476,0.3925939183093595,-0.9758786559455045,-0.6684679182491945,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1104,2019-02-07 22:04:41+00:00,2019-02-09 05:35:37+00:00
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,-0.16452885619134144,-0.7056868051389767,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1105,2019-01-17 20:51:39+00:00,2019-01-17 20:51:39+00:00
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,2.0851228613088377,-0.7056868051389767,0.0,0.0,1.0,0.0,1.0,0.0,CustomerId_1106,2018-11-18 01:17:40+00:00,2018-11-18 01:17:40+00:00
-0.044806901759623985,-0.07242621198139206,-0.1193231926967096,-0.06086201863599258,-0.11495340718928564,0.45007490917476,1.2802594423659293,-1.0865172650028903,-0.07296572801267848,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1108,2019-01-25 13:19:24+00:00,2019-02-11 18:25:02+00:00
-0.048561122887108864,-0.0640555109923525,-0.18123205997097416,-0.0871953208281023,-0.11495340718928564,0.45007490917476,0.3925939183093595,0.5730618708578976,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1109,2018-12-28 12:26:04+00:00,2018-12-28 12:59:58+00:00
-0.06321730772009396,-0.09376546464691987,-0.23282278269952794,-0.14087120326895844,-0.11495340718928564,0.45007490917476,-0.4950716057472102,1.3844116706120606,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1111,2018-12-06 16:21:54+00:00,2018-12-06 16:22:36+00:00
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.0882854255650841,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.7177219014782708,-0.7056868051389767,0.0,1.0,0.0,0.0,0.0,1.0,CustomerId_1112,2019-02-01 14:35:51+00:00,2019-02-01 14:41:22+00:00
-0.0522785379251086,-0.08602454955447059,-0.02645989178531279,-0.11829084394238425,-0.11495340718928564,0.45007490917476,0.3925939183093595,1.2368935252022129,-0.59403014446963,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1113,2018-12-06 17:14:15+00:00,2018-12-10 14:53:01+00:00
-0.043730323642183475,-0.08818821092870144,0.324357022768853,-0.14124567933156548,0.924069901270392,0.45007490917476,0.3925939183093595,-1.1233968013553524,1.8251975033662164,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1114,2018-12-07 07:36:19+00:00,2019-02-13 09:18:18+00:00
-0.06101630356888223,-0.08928263122496942,-0.18123205997097416,-0.14046602279508377,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.9758786559455045,0.29922314088514407,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1116,2019-01-12 21:33:38+00:00,2019-02-09 07:34:18+00:00
-0.06173770292279109,-0.06987027274809754,-0.25345907179094945,-0.09550395236225057,-1.1539767156489633,-1.4047492209265093,-1.3827371298037798,1.5688093523743705,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1117,2018-12-02 07:45:30+00:00,2018-12-02 07:45:30+00:00
-0.037445683862594815,-0.0763311191433698,-0.016141747239602034,-0.08493178687356727,-0.11495340718928564,0.45007490917476,2.167924966422499,-1.1233968013553524,0.5225364622238375,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1118,2019-01-11 07:36:10+00:00,2019-02-13 09:06:49+00:00
-0.06120401462525647,-0.08908241598502802,-0.19155020451668492,-0.14696804479406872,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.16452885619134144,-0.18462238868202524,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1119,2019-01-03 12:07:23+00:00,2019-01-18 08:09:54+00:00
-0.06248854714828807,-0.0878811245453796,-0.2431409272452387,-0.1362987200930444,-0.11495340718928564,0.45007490917476,-0.4950716057472102,1.1631344524972889,-0.7056868051389767,0.0,0.0,0.0,1.0,1.0,0.0,CustomerId_1120,2018-12-13 03:57:15+00:00,2018-12-13 03:57:46+00:00
-0.05875750649596093,-0.0834192895841969,-0.19155020451668492,-0.12610980466434074,-0.11495340718928564,0.45007490917476,0.3925939183093595,-0.570203756068423,-0.6312490313594122,1.0,0.0,0.0,0.0,0.0,1.0,CustomerId_1121,2019-01-26 18:19:53+00:00,2019-01-28 22:24:29+00:00
