num__TotalAmount,num__AvgAmount,num__TxnCount,num__StdAmount,num__UniqueProducts,num__UniqueChannels,num__UniqueProviders,num__Recency_days,num__Lifetime_days,cat__FirstTxn_month_11,cat__FirstTxn_year_2018,CustomerId,remainder__FirstTxn,remainder__LastTxn,is_high_risk
-0.16270967288546723,-0.16631365273212814,-0.05942609235748665,-0.16824512234482578,1.1223471370409523,0.49107565157868427,-0.3557248314376053,-0.6522240860215288,0.8822966102286889,1.0,1.0,CustomerId_1058,2018-11-18 10:56:06+00:00,2018-11-27 16:11:33+00:00,0
-0.0494708729506288,-0.1515834408430477,1.180598368168735,-0.14226110532989544,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,1.650293381496118,1.0,1.0,CustomerId_1089,2018-11-15 22:42:39+00:00,2018-11-29 15:09:35+00:00,0
-0.19839523018053645,-0.20903837520023277,-0.307430984462731,-0.17727836165564861,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-1.0732886558216082,1.8422925743129752,1.0,1.0,CustomerId_1093,2018-11-15 18:00:39+00:00,2018-11-29 21:27:47+00:00,0
-0.19839523018053645,-0.3529532298296379,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_11,2018-11-21 16:49:10+00:00,2018-11-21 16:49:10+00:00,0
-0.14786700746185436,0.0068339067438748565,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.453098762978868,-0.8456961251230259,1.0,1.0,CustomerId_1106,2018-11-18 01:17:40+00:00,2018-11-18 01:17:40+00:00,1
-0.15823792517486387,-0.15185020984187295,-0.307430984462731,-0.15039040947035326,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.8627563709215684,-0.46169773948931153,1.0,1.0,CustomerId_1127,2018-11-26 09:15:02+00:00,2018-11-28 14:49:37+00:00,0
-0.16312653072289635,-0.15525019828249262,-0.34876513314693836,-0.13877903448809592,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1130,2018-11-27 19:17:41+00:00,2018-11-27 19:22:34+00:00,0
-0.16706773209495357,-0.16689188205876415,-0.2247626870943162,-0.16900595499941387,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,-0.2311595162214494,0.6902974174118317,1.0,1.0,CustomerId_1134,2018-11-17 16:29:04+00:00,2018-11-25 18:08:24+00:00,0
-0.021546450665149142,-0.0900318607951478,0.023242205010928125,-0.0003284471106111278,-0.03576710656504124,0.49107565157868427,1.6091317375030498,-1.0732886558216082,0.4982982245949745,1.0,1.0,CustomerId_1137,2018-11-23 09:53:30+00:00,2018-11-30 13:08:52+00:00,0
-0.09029009767391612,-0.13092601794200479,0.06457635369513552,-0.07551121991148416,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.2311595162214494,0.8822966102286889,1.0,1.0,CustomerId_1141,2018-11-16 10:12:49+00:00,2018-11-25 16:21:42+00:00,0
-0.1695309829524893,-0.1602422448024501,-0.43143343051535316,-0.1538887391877657,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1154,2018-11-30 10:08:21+00:00,2018-11-30 10:09:30+00:00,0
0.03660648086178207,-0.11774705320202988,0.6019202865898315,-0.0754546396693304,2.2804613806469463,0.49107565157868427,1.6091317375030498,-1.0732886558216082,0.4982982245949745,1.0,1.0,CustomerId_1156,2018-11-23 06:35:56+00:00,2018-11-30 09:15:00+00:00,0
-0.09733878474317227,-0.10559957343534787,-0.1834285384101088,-0.02828990361058409,-0.03576710656504124,0.49107565157868427,0.6267034530327223,1.6636310478789078,-0.8456961251230259,1.0,1.0,CustomerId_1158,2018-11-16 14:11:50+00:00,2018-11-16 14:17:09+00:00,1
-0.023812641454082035,-0.08445758182244684,-0.018091943673279265,-0.026435506465693186,1.1223471370409523,0.49107565157868427,1.6091317375030498,-0.4416918011214891,1.4582941886792606,1.0,1.0,CustomerId_1170,2018-11-15 06:03:00+00:00,2018-11-27 11:55:15+00:00,0
-0.17060470768526131,-0.15507030471420588,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.8741633327789475,-0.8456961251230259,1.0,1.0,CustomerId_1174,2018-11-15 21:57:43+00:00,2018-11-15 21:57:43+00:00,1
-0.0947997415515585,-0.14981966118983617,0.4779178405372094,-0.14223934771140154,1.1223471370409523,0.49107565157868427,0.6267034530327223,-0.6522240860215288,1.4582941886792606,1.0,1.0,CustomerId_1180,2018-11-16 05:09:08+00:00,2018-11-28 11:01:46+00:00,0
-0.14609851966670048,-0.14556164467619162,-0.2247626870943162,-0.07709155788937509,1.1223471370409523,0.49107565157868427,0.6267034530327223,-0.8627563709215684,1.4582941886792606,1.0,1.0,CustomerId_1183,2018-11-16 08:57:05+00:00,2018-11-29 06:23:34+00:00,0
-0.15822529311918418,-0.14652536022058496,-0.34876513314693836,-0.12130733503390818,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.8627563709215684,-0.8456961251230259,1.0,1.0,CustomerId_1186,2018-11-28 17:45:23+00:00,2018-11-28 17:52:25+00:00,0
-0.19839523018053645,-0.3529532298296379,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_12,2018-11-21 16:49:06+00:00,2018-11-21 16:49:06+00:00,0
-0.0699057494236318,-0.14478973323578753,0.5605861379056242,-0.09348734851547118,2.2804613806469463,0.49107565157868427,0.6267034530327223,-0.8627563709215684,1.4582941886792606,1.0,1.0,CustomerId_1201,2018-11-16 07:39:36+00:00,2018-11-29 06:10:58+00:00,0
-0.14372369319892242,-0.15810279629389692,0.06457635369513552,-0.16703790273072758,-0.03576710656504124,0.49107565157868427,1.6091317375030498,-0.6522240860215288,1.4582941886792606,1.0,1.0,CustomerId_1203,2018-11-15 08:16:24+00:00,2018-11-28 05:21:50+00:00,0
-0.12318397066377816,-0.13354304104255738,-0.14209438972590144,-0.10660641810876405,1.1223471370409523,0.49107565157868427,0.6267034530327223,0.8215019082787491,-0.26969854667245435,1.0,1.0,CustomerId_1208,2018-11-17 09:52:29+00:00,2018-11-20 19:12:11+00:00,0
-0.1099708404228428,-0.023148354637251196,-0.3900992818311458,0.3515695827821642,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1210,2018-11-28 09:29:05+00:00,2018-11-28 10:50:59+00:00,0
0.3321511083656255,1.6258760213246823,-0.43143343051535316,-0.17727836165564861,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.8215019082787491,-0.8456961251230259,1.0,1.0,CustomerId_1211,2018-11-21 07:34:38+00:00,2018-11-21 07:36:50+00:00,0
-0.1700994254580745,-0.15147243334847074,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1227,2018-11-28 05:21:00+00:00,2018-11-28 05:21:00+00:00,0
-0.12260289610251332,-0.12166149917523685,-0.2247626870943162,-0.026894438253175827,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.18990505357863,-0.8456961251230259,1.0,1.0,CustomerId_1234,2018-11-23 15:11:56+00:00,2018-11-23 15:24:10+00:00,0
0.14446402507708087,-0.09507890130381895,0.6845885839582464,0.003562995483711546,1.1223471370409523,0.49107565157868427,0.6267034530327223,-1.0732886558216082,1.8422925743129752,1.0,1.0,CustomerId_1242,2018-11-16 05:28:55+00:00,2018-11-30 09:36:45+00:00,0
-0.16049906314152487,-0.08311287739950332,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.453098762978868,-0.8456961251230259,1.0,1.0,CustomerId_1244,2018-11-18 08:28:08+00:00,2018-11-18 08:28:08+00:00,1
-0.1018231645094553,-0.1413253117622959,0.14724465106355028,-0.11716969543661473,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,-0.26969854667245435,1.0,1.0,CustomerId_1250,2018-11-26 15:53:05+00:00,2018-11-30 05:19:16+00:00,0
-0.1681705105557888,-0.1612856274985133,-0.3900992818311458,-0.16471035706423548,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,-0.2311595162214494,-0.6536969323061688,1.0,1.0,CustomerId_1259,2018-11-24 19:35:23+00:00,2018-11-26 12:26:41+00:00,0
-0.04587578990419457,-0.12536892978180825,0.27124709711617245,-0.07839218415037359,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,-0.6536969323061688,1.0,1.0,CustomerId_1265,2018-11-29 06:28:07+00:00,2018-11-30 10:52:17+00:00,0
-0.16771196693461676,-0.16019727141037843,-0.3900992818311458,-0.16321456559619263,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,1.8741633327789475,-0.8456961251230259,1.0,1.0,CustomerId_1266,2018-11-16 10:07:12+00:00,2018-11-16 11:14:22+00:00,1
-0.1680782965493272,-0.1610667569904311,-0.3900992818311458,-0.09776662264808782,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1269,2018-11-30 09:05:46+00:00,2018-11-30 09:08:15+00:00,0
-0.12260289610251332,-0.10110223422817896,-0.307430984462731,-0.06058097385078366,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1276,2018-11-30 10:32:29+00:00,2018-11-30 12:03:24+00:00,0
-0.04857904981964406,-0.09915338723840578,-0.018091943673279265,-0.009761962791396224,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.4004373384786697,0.4982982245949745,1.0,1.0,CustomerId_1281,2018-11-16 05:45:32+00:00,2018-11-23 10:40:33+00:00,0
-0.13528548000490254,-0.15621712621203396,0.14724465106355028,-0.1719228886811845,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.8215019082787491,0.3062990317781173,1.0,1.0,CustomerId_1283,2018-11-15 07:03:26+00:00,2018-11-21 13:20:37+00:00,0
-0.1656782059701898,-0.15979251088173324,-0.34876513314693836,-0.1662523878846931,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.8627563709215684,-0.8456961251230259,1.0,1.0,CustomerId_1285,2018-11-28 20:23:00+00:00,2018-11-29 11:16:14+00:00,0
0.05083522837936295,-0.059148484195589004,0.06457635369513552,-0.03375620025448806,1.1223471370409523,0.49107565157868427,0.6267034530327223,-0.4416918011214891,1.4582941886792606,1.0,1.0,CustomerId_1295,2018-11-15 07:05:16+00:00,2018-11-27 08:12:24+00:00,0
-0.12563458946563424,-0.144876335844623,-0.018091943673279265,-0.11283826077799834,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.6522240860215288,0.11429983896126009,1.0,1.0,CustomerId_1299,2018-11-22 08:18:00+00:00,2018-11-28 06:53:52+00:00,0
-0.19839523018053645,-0.3529532298296379,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_13,2018-11-21 16:49:11+00:00,2018-11-21 16:49:11+00:00,0
-0.14786700746185436,-0.08311287739950332,-0.43143343051535316,-0.17727836165564861,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-0.4416918011214891,-0.8456961251230259,1.0,1.0,CustomerId_1320,2018-11-26 14:56:03+00:00,2018-11-26 15:15:40+00:00,0
-0.1655518854133931,-0.15507030471420588,-0.3900992818311458,-0.17727836165564861,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.4004373384786697,-0.8456961251230259,1.0,1.0,CustomerId_1322,2018-11-23 08:06:47+00:00,2018-11-23 08:53:09+00:00,0
-0.1655518854133931,-0.14607562629986806,-0.43143343051535316,-0.16242780770778642,-0.03576710656504124,-1.3910469477371707,-0.3557248314376053,0.4004373384786697,-0.8456961251230259,1.0,1.0,CustomerId_1332,2018-11-22 19:48:19+00:00,2018-11-22 19:50:25+00:00,0
-0.13397174621421679,-0.08011465126139071,-0.3900992818311458,-0.07747350527471146,-0.03576710656504124,-1.3910469477371707,-0.3557248314376053,-0.8627563709215684,0.6902974174118317,1.0,1.0,CustomerId_1335,2018-11-21 09:08:35+00:00,2018-11-29 11:33:28+00:00,0
-0.11755007383064511,0.02482326357255049,-0.43143343051535316,0.09003160940587066,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1338,2018-11-28 11:04:19+00:00,2018-11-28 11:05:46+00:00,0
-0.13811506047714872,-0.1315042472686408,-0.2660968357785236,-0.12939136938528484,-0.03576710656504124,0.49107565157868427,1.6091317375030498,1.2425664780788286,-0.6536969323061688,1.0,1.0,CustomerId_1341,2018-11-17 14:55:55+00:00,2018-11-19 11:48:44+00:00,1
0.06713058020613792,-0.059007139249077974,0.10591050237934291,0.12218123992412513,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.02062723132140969,-0.07769935385559712,1.0,1.0,CustomerId_1351,2018-11-20 18:24:11+00:00,2018-11-25 12:45:47+00:00,0
-0.16049906314152487,-0.08311287739950332,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.8741633327789475,-0.8456961251230259,1.0,1.0,CustomerId_1356,2018-11-16 09:28:47+00:00,2018-11-16 09:28:47+00:00,1
-0.1466038018938873,-0.15207207857609328,-0.14209438972590144,-0.12980301968587982,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,0.4004373384786697,-0.26969854667245435,1.0,1.0,CustomerId_1361,2018-11-19 13:27:48+00:00,2018-11-23 12:45:18+00:00,0
-0.1655518854133931,-0.1190915910568546,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.4004373384786697,-0.8456961251230259,1.0,1.0,CustomerId_1370,2018-11-23 08:17:39+00:00,2018-11-23 08:17:39+00:00,0
-0.17060470768526131,-0.15507030471420588,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.0320341931787889,-0.8456961251230259,1.0,1.0,CustomerId_1379,2018-11-20 10:40:19+00:00,2018-11-20 10:40:19+00:00,1
-0.17060470768526131,-0.15507030471420588,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.4004373384786697,-0.8456961251230259,1.0,1.0,CustomerId_1386,2018-11-23 08:23:35+00:00,2018-11-23 08:23:35+00:00,0
-0.12310817832970014,-0.1136947840082519,-0.2660968357785236,-0.04891595974784473,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,1.8422925743129752,1.0,1.0,CustomerId_1396,2018-11-16 00:36:07+00:00,2018-11-30 07:14:53+00:00,0
-0.19839523018053645,-0.3529532298296379,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_14,2018-11-21 16:49:15+00:00,2018-11-21 16:49:15+00:00,0
-0.1718931773645877,-0.16865226911985598,-0.43143343051535316,-0.1697045791422389,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,1.2425664780788286,-0.8456961251230259,1.0,1.0,CustomerId_1406,2018-11-18 17:47:08+00:00,2018-11-19 12:08:36+00:00,1
-0.1253718427074971,-0.14214413413476476,-0.05942609235748665,-0.1267455977861126,1.1223471370409523,0.49107565157868427,0.6267034530327223,-1.0732886558216082,0.11429983896126009,1.0,1.0,CustomerId_1409,2018-11-24 08:19:35+00:00,2018-11-30 05:30:32+00:00,0
-0.14817017679816646,-0.14766896933326507,-0.2247626870943162,-0.1426810479618799,-0.03576710656504124,0.49107565157868427,1.6091317375030498,-0.02062723132140969,0.4982982245949745,1.0,1.0,CustomerId_1413,2018-11-18 08:37:57+00:00,2018-11-25 10:03:27+00:00,0
-0.16630980875417334,-0.17036125801858015,0.22991294843196508,-0.1578087047298283,1.1223471370409523,2.3731982508945393,0.6267034530327223,-1.0732886558216082,2.034291767129832,1.0,1.0,CustomerId_1415,2018-11-15 11:09:01+00:00,2018-11-30 12:46:22+00:00,0
-0.13776136291811794,-0.08910932967572853,-0.3900992818311458,-0.02496968258273891,-0.03576710656504124,0.49107565157868427,0.6267034530327223,1.6636310478789078,-0.8456961251230259,1.0,1.0,CustomerId_1422,2018-11-16 14:10:58+00:00,2018-11-16 14:20:49+00:00,1
-0.1520103217247863,-0.1623174456080438,0.06457635369513552,-0.158727752394384,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.6109696233787094,-0.46169773948931153,1.0,1.0,CustomerId_1423,2018-11-19 10:37:27+00:00,2018-11-21 16:15:57+00:00,0
-0.14786700746185436,0.0068339067438748565,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_1426,2018-11-22 09:16:37+00:00,2018-11-22 09:16:37+00:00,0
-0.07207467338383124,-0.12166149917523685,0.06457635369513552,-0.03279416155722699,-0.03576710656504124,0.49107565157868427,1.6091317375030498,0.4004373384786697,0.4982982245949745,1.0,1.0,CustomerId_1427,2018-11-16 12:49:17+00:00,2018-11-23 12:53:52+00:00,0
-0.12639251280641448,-0.11759247798779829,-0.2660968357785236,-0.052601497297599296,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-1.0732886558216082,1.650293381496118,1.0,1.0,CustomerId_1429,2018-11-16 17:02:37+00:00,2018-11-30 08:15:10+00:00,0
-0.1680782965493272,-0.13708094788553024,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,2.084695617678987,-0.8456961251230259,1.0,1.0,CustomerId_1432,2018-11-15 03:35:10+00:00,2018-11-15 03:35:10+00:00,1
-0.15077238026817857,-0.15031597469519875,-0.2247626870943162,-0.13542932546978753,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.8627563709215684,0.3062990317781173,1.0,1.0,CustomerId_1447,2018-11-22 21:46:00+00:00,2018-11-29 01:20:20+00:00,0
0.5847922219590359,2.5253438627584637,-0.43143343051535316,-0.17727836165564861,-1.193881350171035,-1.3910469477371707,-0.3557248314376053,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1449,2018-11-29 14:23:57+00:00,2018-11-29 15:08:38+00:00,0
-0.17060470768526131,-0.15507030471420588,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1455,2018-11-28 12:43:17+00:00,2018-11-28 12:43:17+00:00,0
-0.1308389964056585,-0.13541693237887775,-0.1834285384101088,-0.09949419942475185,1.1223471370409523,0.49107565157868427,0.6267034530327223,0.18990505357863,0.3062990317781173,1.0,1.0,CustomerId_1475,2018-11-17 12:59:00+00:00,2018-11-24 07:44:13+00:00,0
-0.13776136291811794,-0.14157828709269915,-0.1834285384101088,-0.10557045967322036,-0.03576710656504124,0.49107565157868427,1.6091317375030498,-1.0732886558216082,0.11429983896126009,1.0,1.0,CustomerId_1476,2018-11-24 07:24:49+00:00,2018-11-29 16:07:12+00:00,0
-0.17186791325322837,-0.1640649831285437,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1484,2018-11-30 10:02:01+00:00,2018-11-30 10:02:01+00:00,0
-0.16466764151581614,-0.15297154641752705,-0.3900992818311458,-0.14235060804095576,-0.03576710656504124,0.49107565157868427,-0.3557248314376053,0.18990505357863,-0.8456961251230259,1.0,1.0,CustomerId_1492,2018-11-23 14:08:19+00:00,2018-11-24 07:41:19+00:00,0
-0.14799332801865106,-0.137260841453817,-0.307430984462731,-0.11768895257028986,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.4004373384786697,-0.8456961251230259,1.0,1.0,CustomerId_1495,2018-11-22 14:08:26+00:00,2018-11-23 13:08:58+00:00,0
-0.04681056202449019,0.7264081798909003,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-0.6522240860215288,-0.8456961251230259,1.0,1.0,CustomerId_1496,2018-11-28 06:21:37+00:00,2018-11-28 06:21:37+00:00,0
-0.19839523018053645,-0.3529532298296379,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,0.6109696233787094,-0.8456961251230259,1.0,1.0,CustomerId_15,2018-11-21 16:49:11+00:00,2018-11-21 16:49:11+00:00,0
-0.14786700746185436,0.0068339067438748565,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,-1.0732886558216082,-0.8456961251230259,1.0,1.0,CustomerId_1509,2018-11-29 18:46:37+00:00,2018-11-29 18:46:37+00:00,0
0.3119878210897354,-0.12574050662664224,2.5032911260633717,-0.08161837184511087,2.2804613806469463,0.49107565157868427,0.6267034530327223,-1.0732886558216082,1.8422925743129752,1.0,1.0,CustomerId_1510,2018-11-16 07:36:58+00:00,2018-11-30 08:44:35+00:00,0
-0.16214123037988204,-0.16436480574235493,-0.14209438972590144,-0.1617761508498976,-0.03576710656504124,0.49107565157868427,0.6267034530327223,-0.8627563709215684,0.8822966102286889,1.0,1.0,CustomerId_1514,2018-11-20 07:38:07+00:00,2018-11-29 09:02:40+00:00,0
-0.17060470768526131,-0.15507030471420588,-0.47276757919956053,-0.11365236781706173,-1.193881350171035,-1.3910469477371707,-1.338153115907933,1.453098762978868,-0.8456961251230259,1.0,1.0,CustomerId_1521,2018-11-18 13:07:57+00:00,2018-11-18 13:07:57+00:00,1
-0.10394282345250402,-0.15546478561037752,0.6432544352740389,-0.14887008566298804,-0.03576710656504124,0.49107565157868427,0.6267034530327223,0.4004373384786697,-0.6536969323061688,1.0,1.0,CustomerId_1529,2018-11-21 09:32:14+00:00,2018-11-23 05:12:13+00:00,0
-0.11072876376362303,-0.10958293101884034,-0.2247626870943162,-0.07586263748919667,1.1223471370409523,0.49107565157868427,-0.3557248314376053,-0.6522240860215288,1.2662949958624032,1.0,1.0,CustomerId_1532,2018-11-16 14:22:37+00:00,2018-11-28 07:27:29+00:00,0
0.4382224799078189,-0.10997046571408334,2.337954531326542,0.07985356380943216,2.2804613806469463,0.49107565157868427,0.6267034530327223,-0.2311595162214494,0.6902974174118317,1.0,1.0,CustomerId_1545,2018-11-16 19:45:49+00:00,2018-11-25 19:11:34+00:00,0
-0.07207467338383124,-0.08311287739950332,-0.1834285384101088,0.011367935968778225,-0.03576710656504124,0.49107565157868427,0.6267034530327223,1.6636310478789078,-0.8456961251230259,1.0,1.0,CustomerId_1546,2018-11-16 18:09:23+00:00,2018-11-16 18:13:50+00:00,1
-0.10610543138486361,-0.15136613260357404,0.3952495431687946,-0.11048706504263696,-0.03576710656504124,2.3731982508945393,0.6267034530327223,-1.0732886558216082,0.8822966102286889,1.0,1.0,CustomerId_1564,2018-11-20 19:20:38+00:00,2018-11-30 11:20:48+00:00,0
